Title,Source,DOI
"Does supplemental zeolite (clinoptilolite) affect growth performance, meat texture, oxidative stress and production of polyunsaturated fatty acid of Turkey poults?",MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2018.04.023
Effects of Synthesis Parameters on Crystallization Behavior of K-MER Zeolite and Its Morphological Properties on Catalytic Cyanoethylation Reaction,LIPIDS IN HEALTH AND DISEASE,10.1186/s12944-018-0820-7
Coke from SARA fractions in VGO. Impact on Y zeolite acidity and physical properties,CRYSTALS,10.3390/cryst10020064
Effect of substrate curvature on microstructure and gas permeability of hollow fiber MFI zeolite membranes,FUEL,10.1016/j.fuel.2018.02.180
Synthesis of Antimicrobial Films Based on Low-Density Polyethylene (LDPE) and Zeolite A Containing Silver,AICHE JOURNAL,10.1002/aic.16197
Geopolymer materials based on natural zeolite,COATINGS,10.3390/coatings9120786
Cu and Co modified beta zeolite catalysts for the trichloroethylene oxidation,CASE STUDIES IN CONSTRUCTION MATERIALS,10.1016/j.cscm.2017.03.001
Preparation and physical properties of polypyrrole/zeolite composites,APPLIED CATALYSIS B-ENVIRONMENTAL,10.1016/j.apcatb.2016.01.029
Synthesis of zeolite A using raw kaolin from Ethiopia and its application in removal of Cr(III) from tannery wastewater,RESULTS IN PHYSICS,10.1016/j.rinp.2018.09.043
One-Step Hydrothermal Synthesis of Zeolite X Powder from Natural Low-Grade Diatomite,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,10.1002/jctb.5334
Water vapor adsorption performance of Ag and Ni modified 5A zeolite,MATERIALS,10.3390/ma11060906
Catalytic Cracking of n-Hexadecane Using Carbon Nanostructures/Nano-Zeolite-Y Composite Catalyst,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2018.02.036
The effect of positioning cations on acidity and stability of the framework structure of Y zeolite,CATALYSTS,10.3390/catal10121385
Preparation of Amino Functionalized Hydrophobic Zeolite and Its Adsorption Properties for Chromate and Naphthalene,SCIENTIFIC REPORTS,10.1038/srep23382
"Influence of post-synthetic modifications on the composition, acidity and textural properties of ZSM-22 zeolite",MINERALS,10.3390/min8040145
Direct dimethyl ether synthesis from syngas on copper-zeolite hybrid catalysts with a wide range of zeolite particle sizes,CATALYSIS TODAY,10.1016/j.cattod.2017.04.042
"Hierarchically porous zeolite X composites for manganese ion-exchange and solidification: Equilibrium isotherms, kinetic and thermodynamic studies",JOURNAL OF CATALYSIS,10.1016/j.jcat.2016.02.025
SYNTHESIS OF ZEOLITE 4A FOR OBTAINING ZEOLITE 5A BY IONIC EXCHANGE FOR FULL UTILIZATION OF WASTE FROM PAPER INDUSTRY,CHEMICAL ENGINEERING JOURNAL,10.1016/j.cej.2016.09.081
Hierarchical micro-/mesoporous zeolite microspheres prepared by colloidal assembly of zeolite nanoparticles,BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING,10.1590/0104-6632.20180352s20160395
Surface barriers as dominant mechanism to transport limitations in hierarchically structured catalysts - Application to the zeolite-catalyzed alkylation of benzene with ethylene,RSC ADVANCES,10.1039/d0ra07394f
An innovative zinc oxide-coated zeolite adsorbent for removal of humic acid,CHEMICAL ENGINEERING JOURNAL,10.1016/j.cej.2017.04.015
Second Cheese Whey Treatment Using Zeolite under Continuous Flow Mode and Its Application on Wheat Growth,JOURNAL OF HAZARDOUS MATERIALS,10.1016/j.jhazmat.2016.03.070
Versatile Roles of Metal Species in Carbon Nanotube Templates for the Synthesis of Metal-Zeolite Nanocomposite Catalysts,WATER,10.3390/w11050928
H/D reactivity and acidity of Bronsted acid sites of MWW zeolites: Comparison with MFI zeolite,ACS APPLIED NANO MATERIALS,10.1021/acsanm.9b00888
Green hybrid zeolite coatings for on-orbit molecular decontamination,APPLIED CATALYSIS A-GENERAL,10.1016/j.apcata.2019.02.024
Biosensors Based on Nano-Gold/Zeolite-Modified Ion Selective Field-Effect Transistors for Creatinine Detection,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2020.110478
Multilayer polymer/zeolite Y composite membrane structure for CO2 capture from flue gas,NANOSCALE RESEARCH LETTERS,10.1186/s11671-017-1943-x
Effects of Different Variables on the Formation of Mesopores in Y Zeolite by the Action of CTA<SUP>+</SUP> Surfactant,JOURNAL OF MEMBRANE SCIENCE,10.1016/j.memsci.2015.10.006
Transmission electron microscopy as an important tool for characterization of zeolite structures,APPLIED SCIENCES-BASEL,10.3390/app8081299
Application of zeolite/kaolin combination for replacement of partial cement clinker to manufacture environmentally sustainable cement in Oman,INORGANIC CHEMISTRY FRONTIERS,10.1039/c8qi00806j
Physicochemical regeneration of high silica zeolite Y used to clean-up water polluted with sulfonamide antibiotics,ENVIRONMENTAL ENGINEERING RESEARCH,10.4491/eer.2018.047
Synthesis Strategies for Ultrastable Zeolite GIS Polymorphs as Sorbents for Selective Separations,JOURNAL OF ENVIRONMENTAL SCIENCES,10.1016/j.jes.2015.07.017
Structure-Directing Behaviors of Tetraethylammonium Cations toward Zeolite Beta Revealed by the Evolution of Aluminosilicate Species Formed during the Crystallization Process,CHEMISTRY-A EUROPEAN JOURNAL,10.1002/chem.201602653
Effect of Nano Zeolite on the Transformation of Cadmium Speciation and Its Uptake by Tobacco in Cadmium-contaminated Soil,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,10.1021/jacs.5b11046
PEG-template for surface modification of zeolite: A convenient material to the design of polypropylene based composite for packaging films,OPEN CHEMISTRY,10.1515/chem-2018-0069
"Synthesis of GME zeolite with high porosity by hydrothermal conversion of FAU zeolite using a dual-template method with tetraethylphosphonium and <i>N,N</i>-dimethyl-3,5-dimethylpiepridinium hydroxides",RESULTS IN PHYSICS,10.1016/j.rinp.2018.02.006
Efficient Removal of Volatile Organic Compounds by FAU-Type Zeolite Coatings,JOURNAL OF POROUS MATERIALS,10.1007/s10934-019-00725-x
Tensile strength parameters controlling of zeolite-cemented sands,MOLECULES,10.3390/molecules25153336
Alkali-dissolving hydrothermal synthesis of zeolite P from fly ash,SCIENTIA IRANICA,10.24200/sci.2017.4585
The Exchange Mechanism of Alkaline and Alkaline-Earth Ions in Zeolite N,MICRO & NANO LETTERS,10.1049/mnl.2018.5650
New Generation of Zeolite Materials for Environmental Applications,MOLECULES,10.3390/molecules24203652
Effects of Seed Crystals on the Growth and Catalytic Performance of TS-1 Zeolite Membranes,JOURNAL OF PHYSICAL CHEMISTRY C,10.1021/acs.jpcc.5b10052
New mechanism for the nucleation and growth of large zeolite X crystals in the presence of triethanolamine,MEMBRANES,10.3390/membranes10030041
Study on the Construction Performance of Zeolite Asphalt Mixture Based on Macro-Micro Scale,CHEMICAL COMMUNICATIONS,10.1039/c8cc08446g
"A comparative study of nitrate removal from aqueous solutions using zeolite, nZVI-zeolite, nZVI and iron powder adsorbents",ADVANCES IN MATERIALS SCIENCE AND ENGINEERING,10.1155/2020/4137321
Synergistic Effect of Hierarchically Porous 4A Zeolite on Improving the Fire Retardancy and Reducing the Fire Toxicity of Ammonium Polyphosphate Treated Wood Composites,DESALINATION AND WATER TREATMENT,10.5004/dwt.2017.20599
Void Distribution in Zeolite Warm Mix Asphalt Mixture Based on X-ray Computed Tomography,BIORESOURCES,10.15376/biores.14.1.2013-2028
"EFFECTS OF PEAT AND PEAT-ZEOLITE SUBSTRATES ON QUALITY, GROWTH INDICES OF CUCUMBER SEEDLINGS AND CROP PRODUCTIVITY",MATERIALS,10.3390/ma12121888
Continuous flow synthesis of ZSM-5 zeolite on the order of seconds,ACTA SCIENTIARUM POLONORUM-HORTORUM CULTUS,10.24326/asphc.2019.5.16
Effect of Feeding Transcarpathian Zeolite on Gastrointestinal Morphology and Function in Broiler Chickens,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,10.1073/pnas.1615872113
Antimicrobial materials properties based on ion-exchange 4A zeolite derivatives,BRAZILIAN JOURNAL OF POULTRY SCIENCE,10.1590/1806-9061-2016-0360
Thermochemistry of Surfactant-Templating of USY Zeolite,POLISH JOURNAL OF CHEMICAL TECHNOLOGY,10.2478/pjct-2019-0036
Influence of alkalinity on the synthesis of hierarchical LTA zeolite by using bridged polysilsesquioxane,CHEMISTRY-A EUROPEAN JOURNAL,10.1002/chem.201901507
Preparation and characterization of polysulfone/zeolite mixed matrix membranes for removal of low-concentration ammonia from aquaculture wastewater,RSC ADVANCES,10.1039/c8ra08952c
Organotemplate-Free β Zeolites: From Zeolite Synthesis to Hierarchical Structure Creation,WATER SCIENCE AND TECHNOLOGY,10.2166/wst.2017.545
New Pebax®/zeolite Y composite membranes for CO<sub>2</sub> capture from flue gas,ACS OMEGA,10.1021/acsomega.8b02762
Direct Dual-Template Synthesis of MWW Zeolite Monolayers,JOURNAL OF MEMBRANE SCIENCE,10.1016/j.memsci.2015.08.045
Designer Synthesis of Ultra-Fine Fe-LTL Zeolite Nanocrystals,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,10.1002/anie.201506822
Visualizing Dealumination of a Single Zeolite Domain in a Real-Life Catalytic Cracking Particle,CRYSTALS,10.3390/cryst10090813
High Catalytic efficiency of Lignin Depolymerization over Low Pd-Zeolite Y Loading at Mild Temperature,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,10.1002/anie.201605215
Synthesis and Gas Permeation Properties of STT-type Zeolite Membranes,FRONTIERS IN ENERGY RESEARCH,10.3389/fenrg.2018.00002
Morphology-induced shape selectivity in zeolite catalysis,JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,10.1627/jpi.61.263
A zeolite family with expanding structural complexity and embedded isoreticular structures,JOURNAL OF CATALYSIS,10.1016/j.jcat.2015.03.013
Photocatalytic removal of NO<sub>x</sub> using TiO<sub>2</sub>-coated zeolite,NATURE,10.1038/nature14575
Influence of steam-calcination and acid leaching treatment on the VGO hydrocracking performance of faujasite zeolite,ENVIRONMENTAL ENGINEERING RESEARCH,10.4491/eer.2016.016
Hollow polycrystalline Y zeolite shells obtained from selective desilication of Beta-Y core-shell composites,FUEL PROCESSING TECHNOLOGY,10.1016/j.fuproc.2015.01.011
The effect of dietary supplementation of transcarpathian zeolite on intestinal morphology in female broiler chickens,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2018.02.012
Highly Selective Catalytic Properties of HZSM-5 Zeolite in the Synthesis of Acetyl Triethyl Citrate by the Acetylation of Triethyl Citrate with Acetic Anhydride,JOURNAL OF APPLIED POULTRY RESEARCH,10.3382/japr/pfx011
"Texture, acidity and fluid catalytic cracking performance of hierarchical faujasite zeolite prepared by an amphiphilic organosilane",CATALYSTS,10.3390/catal7110321
Mesoporous Y zeolite through ionic liquid based surfactant templating,FUEL PROCESSING TECHNOLOGY,10.1016/j.fuproc.2015.06.025
Preparation and Characterization of Natural Zeolite Modified with Iron Nanoparticles,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2015.05.049
Phase Transition Behavior of Zeolite Y under Hydrothermal Conditions,JOURNAL OF NANOMATERIALS,10.1155/2015/364763
Role of zeolite in reducing membrane fouling in a hybrid membrane bioreactor system applied for wastewater treatment,ACTA CHIMICA SINICA,10.6023/A17040169
Investigating the Influence of Temperature on the Kaolinite-Base Synthesis of Zeolite and Urease Immobilization for the Potential Fabrication of Electrochemical Urea Biosensors,DESALINATION AND WATER TREATMENT,10.5004/dwt.2017.21673
"Adsorption behavior of poly(methacrylic acid)/iron-oxide-coated zeolite for the removal of Mn(II), Fe(II), and As(III) from aqueous solution",SENSORS,10.3390/s17081831
Adsorption Cooling System Using Metal-Impregnated Zeolite-4A,DESALINATION AND WATER TREATMENT,10.5004/dwt.2018.22649
3D Study of the Morphology and Dynamics of Zeolite Nucleation,ADVANCES IN MATERIALS SCIENCE AND ENGINEERING,10.1155/2016/4283271
Crystallization of Zeolite A Coatings from Natural Zeolite,CHEMISTRY-A EUROPEAN JOURNAL,10.1002/chem.201501919
Catalytic cracking performance of alkaline-treated zeolite Beta in the terms of acid sites properties and their accessibility,MATERIALS RESEARCH-IBERO-AMERICAN JOURNAL OF MATERIALS,10.1590/1980-5373-MR-2016-0564
Blended Cements Produced with Synthetic Zeolite Made from Industrial By-Product,JOURNAL OF CATALYSIS,10.1016/j.jcat.2014.01.009
Progress in zeolite synthesis promotes advanced applications,MATERIALS SCIENCE-MEDZIAGOTYRA,10.5755/j01.ms.21.1.5635
Impact of Pore Connectivity on the Design of Long-Lived Zeolite Catalysts,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2013.08.014
Microwave synthesis of LTN framework zeolite with no organic structure directing agents,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,10.1002/anie.201410016
Ion-exchange properties of zeolite/glass hybrid materials,RSC ADVANCES,10.1039/c4ra16583g
Advances in the synthesis of titanosilicates: From the medium pore TS-1 zeolite to highly-accessible ordered materials,JOURNAL OF THE CERAMIC SOCIETY OF JAPAN,10.2109/jcersj2.17028
Comprehensive system integrating 3D and 2D zeolite structures with recent new types of layered geometries,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2013.08.003
Oxidative regeneration of toluene-saturated natural zeolite by gaseous ozone: The influence of zeolite chemical surface characteristics,CATALYSIS TODAY,10.1016/j.cattod.2013.09.032
Additive-free synthesis of mesoporous FAU-type zeolite with intergrown structure,JOURNAL OF HAZARDOUS MATERIALS,10.1016/j.jhazmat.2014.04.006
Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,SCIENCE CHINA-MATERIALS,10.1007/s40843-017-9227-y
Synthesis of Novel Perfluoroalkylglucosides on Zeolite and Non-Zeolite Catalysts,SCIENTIFIC REPORTS,10.1038/srep17259
Influence of natural zeolite on nitrogen dynamics in soil,MOLECULES,10.3390/molecules20046140
Effects of ultrasonic treatment on zeolite NaA synthesized from by-product silica,TURKISH JOURNAL OF AGRICULTURE AND FORESTRY,10.3906/tar-1311-13
Study of zeolite influence on analytical characteristics of urea biosensor based on ion-selective field-effect transistors,ULTRASONICS SONOCHEMISTRY,10.1016/j.ultsonch.2015.06.001
Capturing Ultrasmall EMT Zeolite from Template-Free Systems,NANOSCALE RESEARCH LETTERS,10.1186/1556-276X-9-124
Preparation and characterization of antibacterial cobalt-exchanged natural zeolite/poly(vinyl alcohol) hydrogels,SCIENCE,10.1126/science.1214798
IM-5 zeolite for steam catalytic cracking of naphtha to produce propene and ethene. An alternative to ZSM-5 zeolite,JOURNAL OF SOL-GEL SCIENCE AND TECHNOLOGY,10.1007/s10971-013-3206-3
The impact of zeolite pore structure on the catalytic behavior of CuZnAl/zeolite hybrid catalysts for the direct DME synthesis,APPLIED CATALYSIS A-GENERAL,10.1016/j.apcata.2013.02.030
Synthesis of FAU zeolite from aluminoborosilicate glass and elution behavior of glass components,APPLIED CATALYSIS A-GENERAL,10.1016/j.apcata.2013.08.038
Formaldehyde Adsorption into Clinoptilolite Zeolite Modified with the Addition of Rich Materials and Desorption Performance Using Microwave Heating,JOURNAL OF THE CERAMIC SOCIETY OF JAPAN,10.2109/jcersj2.122.104
SEED-ASSISTED BEHAVIOR OF ZEOLITE CRYSTALLIZATION,TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,10.3319/TAO.2016.05.28.01(TT)
A simple thermogravimetric method for the evaluation of the degree of fly ash conversion into zeolite material,QUIMICA NOVA,10.5935/0100-4042.20140229
Phase Transformation of Zeolite P to Y and Analcime Zeolites due to Changing the Time and Temperature,JOURNAL OF POROUS MATERIALS,10.1007/s10934-012-9610-1
Zeolite and swine inoculum effect on poultry manure biomethanation,JOURNAL OF SPECTROSCOPY,10.1155/2013/428216
Structure and catalytic properties of the most complex intergrown zeolite ITQ-39 determined by electron crystallography,INTERNATIONAL AGROPHYSICS,10.2478/v10247-012-0082-y
FORMING A FILTER MEDIUM FROM ZEOLITE MODIFIED WITH SDBAC FOR WASTEWATER TREATMENT PROCESS,NATURE CHEMISTRY,10.1038/NCHEM.1253
Dispersible Exfoliated Zeolite Nanosheets and Their Application as a Selective Membrane,CHEMICAL INDUSTRY & CHEMICAL ENGINEERING QUARTERLY,10.2298/CICEQ121218018K
Zeolite Structures Loading with an Anticancer Compound As Drug Delivery Systems,SCIENCE,10.1126/science.1208891
Fabrication and evaluation of hybrid materials from A-zeolite and ground glass powders for vitrified radioactive waste,JOURNAL OF PHYSICAL CHEMISTRY C,10.1021/jp3093868
Transformation of LEV-type zeolite into less dense CHA-type zeolite,JOURNAL OF THE CERAMIC SOCIETY OF JAPAN,10.2109/jcersj2.122.151
Preparation and antimicrobial activity of polyethylene composite films with silver exchanged zeolite-Y,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2012.03.032
